Date,Amount,Merchant,Category,Notes
2023-12-12,0.46,Deposit,Other Income,
2023-12-12,0.1,Deposit,Other Income,
2023-12-12,0.17,Deposit,Other Income,
2023-12-12,0.2,Deposit,Other Income,
2023-12-12,0.07,Deposit,Other Income,
2023-12-11,0.18,Deposit,Other Income,
2023-12-10,0.68,Deposit,Other Income,
2023-12-10,0.74,Deposit,Other Income,
2023-12-09,1.26,Deposit,Other Income,
2023-12-09,0.29,Deposit,Other Income,
2023-12-09,1.55,Deposit,Other Income,
2023-12-08,0.06,Deposit,Other Income,
2023-12-08,0.19,Deposit,Other Income,
2023-12-08,0.14,Deposit,Other Income,
2023-12-08,0.11,Deposit,Other Income,
2023-12-07,0.06,Deposit,Other Income,
2023-12-07,0.07,Deposit,Other Income,
2023-12-06,0.44,Deposit,Other Income,
2023-12-05,1.49,Deposit,Other Income,
2023-12-05,1.1,Deposit,Other Income,
2023-12-05,0.17,Deposit,Other Income,
2023-12-04,0.24,Deposit,Other Income,
2023-12-03,0.16,Deposit,Other Income,
2023-12-03,0.17,Deposit,Other Income,
2023-12-03,0.09,Deposit,Other Income,
2023-12-03,0.98,Deposit,Other Income,
2023-12-03,1.68,Deposit,Other Income,
2023-12-03,0.5,Deposit,Other Income,
2023-12-02,0.25,Deposit,Other Income,
2023-12-02,1.24,Deposit,Other Income,
2023-12-02,0.16,Deposit,Other Income,
2023-12-02,0.3,Deposit,Other Income,
2023-12-01,1.12,Deposit,Other Income,
2023-12-01,2.1,Interest,Interest Gains,
2023-11-30,0.44,Deposit,Other Income,
2023-11-30,0.26,Deposit,Other Income,
2023-11-30,0.19,Deposit,Other Income,
2023-11-27,0.2,Deposit,Other Income,
2023-11-27,3.97,Deposit,Other Income,
2023-11-25,0.89,Deposit,Other Income,
2023-11-25,2.03,Deposit,Other Income,
2023-11-25,5.34,Deposit,Other Income,
2023-11-25,0.75,Deposit,Other Income,
2023-11-24,1.49,Deposit,Other Income,
2023-11-23,0.98,Deposit,Other Income,
2023-11-23,0.14,Deposit,Other Income,
2023-11-23,0.03,Deposit,Other Income,
2023-11-23,0.02,Deposit,Other Income,
2023-11-22,0.2,Deposit,Other Income,
2023-11-22,0.66,Deposit,Other Income,
2023-11-22,0.88,Deposit,Other Income,
2023-11-21,2.01,Deposit,Other Income,
2023-11-20,1.16,Deposit,Other Income,
2023-11-20,0.08,Deposit,Other Income,
2023-11-20,3.76,Deposit,Other Income,
2023-11-19,0.3,Deposit,Other Income,
2023-11-18,0.04,Deposit,Other Income,
2023-11-18,0.09,Deposit,Other Income,
2023-11-18,2.0,Deposit,Other Income,
2023-11-18,0.06,Deposit,Other Income,
2023-11-16,1.87,Deposit,Other Income,
2023-11-15,0.21,Deposit,Other Income,
2023-11-15,0.98,Deposit,Other Income,
2023-11-15,0.28,Deposit,Other Income,
2023-11-15,0.18,Deposit,Other Income,
2023-11-15,1.62,Deposit,Other Income,
2023-11-14,0.2,Deposit,Other Income,
2023-11-14,0.22,Deposit,Other Income,
2023-11-14,0.07,Deposit,Other Income,
2023-11-13,0.59,Deposit,Other Income,
2023-11-11,0.18,Deposit,Other Income,
2023-11-11,4.44,Deposit,Other Income,
2023-11-10,0.3,Deposit,Other Income,
2023-11-09,0.29,Deposit,Other Income,
2023-11-08,0.01,Deposit,Other Income,
2023-11-07,1.74,Deposit,Other Income,
2023-11-07,3.52,Deposit,Other Income,
2023-11-07,3.2,Deposit,Other Income,
2023-11-07,0.67,Deposit,Other Income,
2023-11-07,0.07,Deposit,Other Income,
2023-11-03,3.31,Deposit,Other Income,
2023-11-03,1.74,Deposit,Other Income,
2023-11-03,0.09,Deposit,Other Income,
2023-11-01,1.08,Deposit,Other Income,
2023-11-01,2.0,Interest,Interest Gains,
2023-10-31,0.16,Deposit,Other Income,
2023-10-30,0.16,Deposit,Other Income,
2023-10-29,0.86,Deposit,Other Income,
2023-10-29,0.92,Deposit,Other Income,
2023-10-27,1.11,Deposit,Other Income,
2023-10-27,0.2,Deposit,Other Income,
2023-10-27,0.02,Deposit,Other Income,
2023-10-27,0.2,Deposit,Other Income,
2023-10-25,0.75,Deposit,Other Income,
2023-10-24,0.09,Deposit,Other Income,
2023-10-24,1.0,Deposit,Other Income,
2023-10-23,0.44,Deposit,Other Income,
2023-10-23,0.5,Deposit,Other Income,
2023-10-23,0.03,Deposit,Other Income,
2023-10-23,0.2,Deposit,Other Income,
2023-10-23,0.66,Deposit,Other Income,
2023-10-23,0.82,Deposit,Other Income,
2023-10-22,0.1,Deposit,Other Income,
2023-10-21,0.04,Deposit,Other Income,
2023-10-21,0.08,Deposit,Other Income,
2023-10-21,0.47,Deposit,Other Income,
2023-10-21,0.21,Deposit,Other Income,
2023-10-20,1.27,Deposit,Other Income,
2023-10-20,0.3,Deposit,Other Income,
2023-10-16,1.87,Deposit,Other Income,
2023-10-16,1.62,Deposit,Other Income,
2023-10-16,0.5,Deposit,Other Income,
2023-10-16,0.42,Deposit,Other Income,
2023-10-16,0.11,Deposit,Other Income,
2023-10-15,0.22,Deposit,Other Income,
2023-10-15,1.0,Deposit,Other Income,
2023-10-15,0.2,Deposit,Other Income,
2023-10-15,0.49,Deposit,Other Income,
2023-10-14,0.2,Deposit,Other Income,
2023-10-14,0.07,Deposit,Other Income,
2023-10-14,0.33,Deposit,Other Income,
2023-10-13,0.86,Deposit,Other Income,
2023-10-12,0.59,Deposit,Other Income,
2023-10-12,0.18,Deposit,Other Income,
2023-10-12,0.32,Deposit,Other Income,
2023-10-11,0.92,Deposit,Other Income,
2023-10-11,1.18,Deposit,Other Income,
2023-10-11,0.11,Deposit,Other Income,
2023-10-11,0.4,Deposit,Other Income,
2023-10-11,2.25,Deposit,Other Income,
2023-10-11,4.64,Deposit,Other Income,
2023-10-11,0.99,Deposit,Other Income,
2023-10-11,0.11,Deposit,Other Income,
2023-10-11,0.1,Deposit,Other Income,
2023-10-10,1.33,Deposit,Other Income,
2023-10-10,0.53,Deposit,Other Income,
2023-10-09,0.1,Deposit,Other Income,
2023-10-09,0.29,Deposit,Other Income,
2023-10-08,1.83,Deposit,Other Income,
2023-10-08,0.99,Deposit,Other Income,
2023-10-07,2.5,Deposit,Other Income,
2023-10-07,2.27,Deposit,Other Income,
2023-10-07,0.07,Deposit,Other Income,
2023-10-06,0.62,Deposit,Other Income,
2023-10-05,0.43,Deposit,Other Income,
2023-10-05,4.8,Deposit,Other Income,
2023-10-05,1.74,Deposit,Other Income,
2023-10-05,0.64,Deposit,Other Income,
2023-10-05,0.21,Deposit,Other Income,
2023-10-04,0.25,Deposit,Other Income,
2023-10-04,0.76,Deposit,Other Income,
2023-10-04,0.59,Deposit,Other Income,
2023-10-03,0.08,Deposit,Other Income,
2023-10-03,0.38,Deposit,Other Income,
2023-10-03,1.07,Deposit,Other Income,
2023-10-03,0.09,Deposit,Other Income,
2023-10-01,1.73,Interest,Interest Gains,
2023-10-01,1.07,Deposit,Other Income,
2023-09-30,0.61,Deposit,Other Income,
2023-09-30,2.8,Deposit,Other Income,
2023-09-29,0.05,Deposit,Other Income,
2023-09-29,1.2,Deposit,Other Income,
2023-09-27,0.32,Deposit,Other Income,
2023-09-27,0.2,Deposit,Other Income,
2023-09-26,0.12,Deposit,Other Income,
2023-09-26,1.19,Deposit,Other Income,
2023-09-25,0.75,Deposit,Other Income,
2023-09-23,0.03,Deposit,Other Income,
2023-09-23,0.31,Deposit,Other Income,
2023-09-23,0.66,Deposit,Other Income,
2023-09-22,0.2,Deposit,Other Income,
2023-09-21,0.21,Deposit,Other Income,
2023-09-20,0.05,Deposit,Other Income,
2023-09-19,1.66,Deposit,Other Income,
2023-09-19,1.39,Deposit,Other Income,
2023-09-18,0.5,Deposit,Other Income,
2023-09-18,0.31,Deposit,Other Income,
2023-09-17,0.3,Deposit,Other Income,
2023-09-17,0.35,Deposit,Other Income,
2023-09-16,0.21,Deposit,Other Income,
2023-09-16,0.75,Deposit,Other Income,
2023-09-16,0.95,Deposit,Other Income,
2023-09-16,1.87,Deposit,Other Income,
2023-09-16,0.11,Deposit,Other Income,
2023-09-16,0.09,Deposit,Other Income,
2023-09-16,1.23,Deposit,Other Income,
2023-09-16,0.5,Deposit,Other Income,
2023-09-16,0.39,Deposit,Other Income,
2023-09-16,0.1,Deposit,Other Income,
2023-09-14,0.2,Deposit,Other Income,
2023-09-14,0.22,Deposit,Other Income,
2023-09-14,0.07,Deposit,Other Income,
2023-09-14,0.79,Deposit,Other Income,
2023-09-13,1.89,Deposit,Other Income,
2023-09-13,0.33,Deposit,Other Income,
2023-09-13,1.39,Deposit,Other Income,
2023-09-13,0.13,Deposit,Other Income,
2023-09-13,0.25,Deposit,Other Income,
2023-09-13,0.16,Deposit,Other Income,
2023-09-12,0.37,Deposit,Other Income,
2023-09-11,0.1,Deposit,Other Income,
2023-09-11,1.25,Deposit,Other Income,
2023-09-11,0.59,Deposit,Other Income,
2023-09-11,0.15,Deposit,Other Income,
2023-09-10,0.53,Deposit,Other Income,
2023-09-09,0.29,Deposit,Other Income,
2023-09-09,1.87,Deposit,Other Income,
2023-09-09,1.63,Deposit,Other Income,
2023-09-08,1.27,Deposit,Other Income,
2023-09-07,1.03,Deposit,Other Income,
2023-09-07,0.07,Deposit,Other Income,
2023-09-07,1.74,Deposit,Other Income,
2023-09-06,0.38,Deposit,Other Income,
2023-09-06,5.64,Deposit,Other Income,
2023-09-06,2.27,Deposit,Other Income,
2023-09-05,0.38,Deposit,Other Income,
2023-09-05,0.16,Deposit,Other Income,
2023-09-04,0.77,Deposit,Other Income,
2023-09-04,0.76,Deposit,Other Income,
2023-09-04,0.77,Deposit,Other Income,
2023-09-04,0.34,Deposit,Other Income,
2023-09-03,1.39,Deposit,Other Income,
2023-09-03,0.09,Deposit,Other Income,
2023-09-03,0.93,Deposit,Other Income,
2023-09-03,0.08,Deposit,Other Income,
2023-09-01,1.07,Deposit,Other Income,
2023-09-01,1.52,Interest,Interest Gains,
2023-08-31,1.98,Deposit,Other Income,
2023-08-31,0.11,Deposit,Other Income,
2023-08-30,1.61,Deposit,Other Income,
2023-08-29,0.1,Deposit,Other Income,
2023-08-29,2.97,Deposit,Other Income,
2023-08-28,0.36,Deposit,Other Income,
2023-08-28,0.89,Deposit,Other Income,
2023-08-28,1.2,Deposit,Other Income,
2023-08-27,0.2,Deposit,Other Income,
2023-08-25,0.75,Deposit,Other Income,
2023-08-25,0.36,Deposit,Other Income,
2023-08-25,0.89,Deposit,Other Income,
2023-08-25,1.54,Deposit,Other Income,
2023-08-25,0.23,Deposit,Other Income,
2023-08-24,4.66,Deposit,Other Income,
2023-08-24,0.32,Deposit,Other Income,
2023-08-24,0.22,Deposit,Other Income,
2023-08-24,0.03,Deposit,Other Income,
2023-08-24,3.31,Deposit,Other Income,
2023-08-22,2.98,Deposit,Other Income,
2023-08-22,7.71,Deposit,Other Income,
2023-08-22,0.27,Deposit,Other Income,
2023-08-21,0.8,Deposit,Other Income,
2023-08-21,0.16,Deposit,Other Income,
2023-08-21,1.41,Deposit,Other Income,
2023-08-20,0.26,Deposit,Other Income,
2023-08-20,1.19,Deposit,Other Income,
2023-08-20,0.89,Deposit,Other Income,
2023-08-19,0.79,Deposit,Other Income,
2023-08-19,3.3,Deposit,Other Income,
2023-08-19,2.0,Deposit,Other Income,
2023-08-18,2.02,Deposit,Other Income,
2023-08-18,0.3,Deposit,Other Income,
2023-08-18,0.5,Deposit,Other Income,
2023-08-18,0.87,Deposit,Other Income,
2023-08-18,0.08,Deposit,Other Income,
2023-08-18,0.08,Deposit,Other Income,
2023-08-17,0.3,Deposit,Other Income,
2023-08-16,1.87,Deposit,Other Income,
2023-08-16,0.71,Deposit,Other Income,
2023-08-15,1.62,Deposit,Other Income,
2023-08-15,0.88,Deposit,Other Income,
2023-08-14,0.88,Deposit,Other Income,
2023-08-14,0.22,Deposit,Other Income,
2023-08-14,0.33,Deposit,Other Income,
2023-08-14,0.2,Deposit,Other Income,
2023-08-14,0.07,Deposit,Other Income,
2023-08-14,1.17,Deposit,Other Income,
2023-08-13,3.65,Deposit,Other Income,
2023-08-13,1.56,Deposit,Other Income,
2023-08-12,1.45,Deposit,Other Income,
2023-08-12,0.12,Deposit,Other Income,
2023-08-12,0.18,Deposit,Other Income,
2023-08-12,0.49,Deposit,Other Income,
2023-08-11,0.1,Deposit,Other Income,
2023-08-11,1.58,Deposit,Other Income,
2023-08-11,0.15,Deposit,Other Income,
2023-08-11,0.1,Deposit,Other Income,
2023-08-11,0.46,Deposit,Other Income,
2023-08-11,0.01,Deposit,Other Income,
2023-08-11,0.1,Deposit,Other Income,
2023-08-10,0.4,Deposit,Other Income,
2023-08-10,0.05,Deposit,Other Income,
2023-08-09,0.49,Deposit,Other Income,
2023-08-09,0.21,Deposit,Other Income,
2023-08-09,2.32,Deposit,Other Income,
2023-08-09,1.8,Deposit,Other Income,
2023-08-09,0.36,Deposit,Other Income,
2023-08-09,0.4,Deposit,Other Income,
2023-08-09,0.36,Deposit,Other Income,
2023-08-09,0.68,Deposit,Other Income,
2023-08-07,3.24,Deposit,Other Income,
2023-08-07,0.09,Deposit,Other Income,
2023-08-07,0.51,Deposit,Other Income,
2023-08-07,0.07,Deposit,Other Income,
2023-08-06,1.2,Deposit,Other Income,
2023-08-06,0.52,Deposit,Other Income,
2023-08-05,0.18,Deposit,Other Income,
2023-08-05,0.18,Deposit,Other Income,
2023-08-05,0.11,Deposit,Other Income,
2023-08-05,0.29,Deposit,Other Income,
2023-08-05,0.4,Deposit,Other Income,
2023-08-04,0.31,Deposit,Other Income,
2023-08-04,0.08,Deposit,Other Income,
2023-08-04,0.61,Deposit,Other Income,
2023-08-04,0.99,Deposit,Other Income,
2023-08-03,0.28,Deposit,Other Income,
2023-08-03,0.93,Deposit,Other Income,
2023-08-03,0.73,Deposit,Other Income,
2023-08-03,0.24,Deposit,Other Income,
2023-08-03,0.5,Deposit,Other Income,
2023-08-03,0.09,Deposit,Other Income,
2023-08-03,0.08,Deposit,Other Income,
2023-08-03,0.8,Deposit,Other Income,
2023-08-03,0.11,Deposit,Other Income,
2023-08-01,1.24,Interest,Interest Gains,
2023-07-31,0.89,Deposit,Other Income,
2023-07-31,1.0,Deposit,Other Income,
2023-07-31,4.56,Deposit,Other Income,
2023-07-31,0.14,Deposit,Other Income,
2023-07-31,0.14,Deposit,Other Income,
2023-07-30,0.5,Deposit,Other Income,
2023-07-30,1.02,Deposit,Other Income,
2023-07-30,0.85,Deposit,Other Income,
2023-07-29,1.09,Deposit,Other Income,
2023-07-29,0.43,Deposit,Other Income,
2023-07-29,0.7,Deposit,Other Income,
2023-07-29,0.05,Deposit,Other Income,
2023-07-29,0.5,Deposit,Other Income,
2023-07-28,0.26,Deposit,Other Income,
2023-07-27,0.2,Deposit,Other Income,
2023-07-27,0.53,Deposit,Other Income,
2023-07-26,0.14,Deposit,Other Income,
2023-07-26,3.23,Deposit,Other Income,
2023-07-25,0.75,Deposit,Other Income,
2023-07-24,5.7,Deposit,Other Income,
2023-07-24,0.5,Deposit,Other Income,
2023-07-23,2.77,Deposit,Other Income,
2023-07-23,0.03,Deposit,Other Income,
2023-07-23,0.1,Deposit,Other Income,
2023-07-23,0.04,Deposit,Other Income,
2023-07-23,0.58,Deposit,Other Income,
2023-07-21,0.4,Deposit,Other Income,
2023-07-20,0.59,Deposit,Other Income,
2023-07-20,0.27,Deposit,Other Income,
2023-07-20,0.13,Deposit,Other Income,
2023-07-20,0.32,Deposit,Other Income,
2023-07-20,0.13,Deposit,Other Income,
2023-07-18,0.3,Deposit,Other Income,
2023-07-18,0.71,Deposit,Other Income,
2023-07-18,0.02,Deposit,Other Income,
2023-07-18,0.71,Deposit,Other Income,
2023-07-17,1.87,Deposit,Other Income,
2023-07-17,1.29,Deposit,Other Income,
2023-07-17,1.29,Deposit,Other Income,
2023-07-16,1.06,Deposit,Other Income,
2023-07-16,0.15,Deposit,Other Income,
2023-07-16,0.19,Deposit,Other Income,
2023-07-15,1.62,Deposit,Other Income,
2023-07-15,0.39,Deposit,Other Income,
2023-07-14,0.07,Deposit,Other Income,
2023-07-14,0.99,Deposit,Other Income,
2023-07-14,0.2,Deposit,Other Income,
2023-07-14,0.33,Deposit,Other Income,
2023-07-14,0.12,Deposit,Other Income,
2023-07-14,0.22,Deposit,Other Income,
2023-07-13,5.8,Deposit,Other Income,
2023-07-13,0.44,Deposit,Other Income,
2023-07-13,0.56,Deposit,Other Income,
2023-07-12,3.44,Deposit,Other Income,
2023-07-12,0.08,Deposit,Other Income,
2023-07-12,0.09,Deposit,Other Income,
2023-07-12,0.18,Deposit,Other Income,
2023-07-11,0.15,Deposit,Other Income,
2023-07-11,2.92,Deposit,Other Income,
2023-07-11,0.1,Deposit,Other Income,
2023-07-11,0.31,Deposit,Other Income,
2023-07-10,0.22,Deposit,Other Income,
2023-07-08,0.09,Deposit,Other Income,
2023-07-08,0.02,Deposit,Other Income,
2023-07-08,0.14,Deposit,Other Income,
2023-07-07,0.07,Deposit,Other Income,
2023-07-07,0.3,Deposit,Other Income,
2023-07-07,0.61,Deposit,Other Income,
2023-07-07,2.97,Deposit,Other Income,
2023-07-06,0.37,Deposit,Other Income,
2023-07-06,0.73,Deposit,Other Income,
2023-07-06,3.13,Deposit,Other Income,
2023-07-06,3.45,Deposit,Other Income,
2023-07-06,0.08,Deposit,Other Income,
2023-07-06,3.13,Deposit,Other Income,
2023-07-05,2.22,Deposit,Other Income,
2023-07-03,0.76,Deposit,Other Income,
2023-07-03,2.36,Deposit,Other Income,
2023-07-03,0.68,Deposit,Other Income,
2023-07-03,0.09,Deposit,Other Income,
2023-07-03,1.18,Deposit,Other Income,
2023-07-03,0.68,Deposit,Other Income,
2023-07-03,0.85,Deposit,Other Income,
2023-07-03,1.18,Deposit,Other Income,
2023-07-03,0.37,Deposit,Other Income,
2023-07-02,0.08,Deposit,Other Income,
2023-07-02,1.91,Deposit,Other Income,
2023-07-01,0.96,Interest,Interest Gains,
2023-07-01,1.29,Deposit,Other Income,
2023-07-01,1.07,Deposit,Other Income,
2023-06-30,1.1,Deposit,Other Income,
2023-06-30,1.1,Deposit,Other Income,
2023-06-29,0.5,Deposit,Other Income,
2023-06-27,0.2,Deposit,Other Income,
2023-06-27,0.36,Deposit,Other Income,
2023-06-27,0.45,Deposit,Other Income,
2023-06-25,0.64,Deposit,Other Income,
2023-06-25,0.21,Deposit,Other Income,
2023-06-24,3.92,Deposit,Other Income,
2023-06-24,0.35,Deposit,Other Income,
2023-06-23,0.03,Deposit,Other Income,
2023-06-22,0.04,Deposit,Other Income,
2023-06-21,1.0,Deposit,Other Income,
2023-06-20,2.91,Deposit,Other Income,
2023-06-20,2.48,Deposit,Other Income,
2023-06-19,1.07,Deposit,Other Income,
2023-06-18,0.3,Deposit,Other Income,
2023-06-18,0.76,Deposit,Other Income,
2023-06-18,1.02,Deposit,Other Income,
2023-06-17,0.02,Deposit,Other Income,
2023-06-17,0.1,Deposit,Other Income,
2023-06-17,5.52,Deposit,Other Income,
2023-06-17,0.87,Deposit,Other Income,
2023-06-16,0.67,Deposit,Other Income,
2023-06-16,0.28,Deposit,Other Income,
2023-06-16,0.44,Deposit,Other Income,
2023-06-16,1.87,Deposit,Other Income,
2023-06-15,0.58,Deposit,Other Income,
2023-06-15,1.62,Deposit,Other Income,
2023-06-14,0.15,Deposit,Other Income,
2023-06-14,2.5,Deposit,Other Income,
2023-06-14,0.22,Deposit,Other Income,
2023-06-14,0.33,Deposit,Other Income,
2023-06-14,0.27,Deposit,Other Income,
2023-06-14,0.2,Deposit,Other Income,
2023-06-14,0.07,Deposit,Other Income,
2023-06-13,2.5,Deposit,Other Income,
2023-06-12,1.56,Deposit,Other Income,
2023-06-12,1.13,Deposit,Other Income,
2023-06-12,0.2,Deposit,Other Income,
2023-06-11,0.1,Deposit,Other Income,
2023-06-11,0.15,Deposit,Other Income,
2023-06-09,0.59,Deposit,Other Income,
2023-06-09,0.36,Deposit,Other Income,
2023-06-08,0.14,Deposit,Other Income,
2023-06-07,0.2,Deposit,Other Income,
2023-06-07,0.07,Deposit,Other Income,
2023-06-06,0.47,Deposit,Other Income,
2023-06-06,0.76,Deposit,Other Income,
2023-06-05,2.91,Deposit,Other Income,
2023-06-04,1.1,Deposit,Other Income,
2023-06-03,3.49,Deposit,Other Income,
2023-06-03,0.09,Deposit,Other Income,
2023-06-02,0.74,Deposit,Other Income,
2023-06-02,0.78,Deposit,Other Income,
2023-06-02,0.04,Deposit,Other Income,
2023-06-02,0.15,Deposit,Other Income,
2023-06-02,0.74,Deposit,Other Income,
2023-06-01,1.07,Deposit,Other Income,
2023-06-01,0.77,Interest,Interest Gains,
2023-05-31,1.54,Deposit,Other Income,
2023-05-29,0.13,Deposit,Other Income,
2023-05-29,0.19,Deposit,Other Income,
2023-05-29,1.18,Deposit,Other Income,
2023-05-29,0.5,Deposit,Other Income,
2023-05-29,0.13,Deposit,Other Income,
2023-05-29,0.85,Deposit,Other Income,
2023-05-29,0.06,Deposit,Other Income,
2023-05-29,0.52,Deposit,Other Income,
2023-05-27,0.2,Deposit,Other Income,
2023-05-27,1.1,Deposit,Other Income,
2023-05-26,0.4,Deposit,Other Income,
2023-05-26,0.36,Deposit,Other Income,
2023-05-26,2.44,Deposit,Other Income,
2023-05-26,2.62,Deposit,Other Income,
2023-05-26,0.44,Deposit,Other Income,
2023-05-25,3.06,Deposit,Other Income,
2023-05-25,1.1,Deposit,Other Income,
2023-05-25,0.21,Deposit,Other Income,
2023-05-25,0.21,Deposit,Other Income,
2023-05-24,1.91,Deposit,Other Income,
2023-05-22,0.99,Deposit,Other Income,
2023-05-21,6.03,Deposit,Other Income,
2023-05-20,1.04,Deposit,Other Income,
2023-05-20,0.2,Deposit,Other Income,
2023-05-19,5.01,Deposit,Other Income,
2023-05-18,0.3,Deposit,Other Income,
2023-05-18,0.56,Deposit,Other Income,
2023-05-16,0.22,Deposit,Other Income,
2023-05-16,1.87,Deposit,Other Income,
2023-05-15,1.62,Deposit,Other Income,
2023-05-15,0.31,Deposit,Other Income,
2023-05-14,0.22,Deposit,Other Income,
2023-05-14,0.22,Deposit,Other Income,
2023-05-14,0.56,Deposit,Other Income,
2023-05-14,0.31,Deposit,Other Income,
2023-05-14,6.52,Deposit,Other Income,
2023-05-14,0.2,Deposit,Other Income,
2023-05-13,0.33,Deposit,Other Income,
2023-05-12,0.6,Deposit,Other Income,
2023-05-11,0.15,Deposit,Other Income,
2023-05-11,2.25,Deposit,Other Income,
2023-05-10,0.5,Deposit,Other Income,
2023-05-10,0.08,Deposit,Other Income,
2023-05-10,0.08,Deposit,Other Income,
2023-05-10,0.34,Deposit,Other Income,
2023-05-10,0.92,Deposit,Other Income,
2023-05-07,0.17,Deposit,Other Income,
2023-05-07,0.07,Deposit,Other Income,
2023-05-06,0.2,Deposit,Other Income,
2023-05-05,0.33,Deposit,Other Income,
2023-05-04,5.01,Deposit,Other Income,
2023-05-04,0.11,Deposit,Other Income,
2023-05-03,0.09,Deposit,Other Income,
2023-05-03,0.44,Deposit,Other Income,
2023-05-03,0.67,Deposit,Other Income,
2023-05-03,1.33,Deposit,Other Income,
2023-05-03,0.04,Deposit,Other Income,
2023-05-02,0.08,Deposit,Other Income,
2023-05-01,1.07,Deposit,Other Income,
2023-05-01,0.28,Interest,Interest Gains,
2023-05-01,0.1,Deposit,Other Income,
2023-04-30,0.13,Deposit,Other Income,
2023-04-29,0.5,Deposit,Other Income,
2023-04-28,0.19,Deposit,Other Income,
2023-04-28,1.16,Deposit,Other Income,
2023-04-27,0.61,Deposit,Other Income,
2023-04-27,0.2,Deposit,Other Income,
2023-04-27,1.1,Deposit,Other Income,
2023-04-26,0.76,Deposit,Other Income,
2023-04-26,0.13,Deposit,Other Income,
2023-04-26,0.07,Deposit,Other Income,
2023-04-26,0.2,Deposit,Other Income,
2023-04-25,2.24,Deposit,Other Income,
2023-04-25,1.06,Deposit,Other Income,
2023-04-25,0.21,Deposit,Other Income,
2023-04-25,1.27,Deposit,Other Income,
2023-04-25,1.27,Deposit,Other Income,
2023-04-24,0.19,Deposit,Other Income,
2023-04-24,0.7,Deposit,Other Income,
2023-04-22,21.57,Deposit,Other Income,
2023-04-22,2.48,Deposit,Other Income,
2023-04-22,2.97,Deposit,Other Income,
2023-04-22,1.37,Deposit,Other Income,
2023-04-21,5.01,Deposit,Other Income,
2023-04-21,0.3,Deposit,Other Income,
2023-04-21,0.55,Deposit,Other Income,
2023-04-20,1.32,Deposit,Other Income,
2023-04-20,0.62,Deposit,Other Income,
2023-04-20,0.32,Deposit,Other Income,
2023-04-17,147.94,Deposit,Other Income,
